instance,dataset,avg,method,lbs,ardp,log_ratio
frb53-24-5,bhoslib,20.9,MAE,2,944.9999999999999,2.34660197841082
frb53-24-5,bhoslib,4,GREEDY,2,100,0.6931471805599453
frb56-25-1,bhoslib,22.8,GRASP,2,1040,2.4336133554004498
frb56-25-1,bhoslib,24.1,MEMETIC,2,1105,2.489064659936664
frb56-25-1,bhoslib,22.4,drMIDS,2,1019.9999999999999,2.4159137783010487
frb56-25-1,bhoslib,23.1,ILPS2,2,1055,2.446685436967803
frb56-25-1,bhoslib,23.7,ILPS3,2,1085,2.47232786758114
frb56-25-1,bhoslib,22.1,MAE,2,1005.0000000000001,2.402430427963762
frb56-25-1,bhoslib,3.5,GREEDY,2,75,0.5596157879354227
frb56-25-2,bhoslib,23.2,GRASP,2,1060,2.451005098112319
frb56-25-2,bhoslib,24.3,MEMETIC,2,1115,2.4973291697865574
frb56-25-2,bhoslib,22.8,drMIDS,2,1040,2.4336133554004498
frb56-25-2,bhoslib,23.3,ILPS2,2,1065,2.4553061800117097
frb56-25-2,bhoslib,23.7,ILPS3,2,1085,2.47232786758114
frb56-25-2,bhoslib,22.5,MAE,2,1025,2.4203681286504293
frb56-25-2,bhoslib,5,GREEDY,2,150,0.9162907318741551
frb56-25-3,bhoslib,22.9,GRASP,2,1045,2.4379897300002487
frb56-25-3,bhoslib,24,MEMETIC,2,1100,2.4849066497880004
frb56-25-3,bhoslib,22.8,drMIDS,2,1040,2.4336133554004498
frb56-25-3,bhoslib,23.1,ILPS2,2,1055,2.446685436967803
frb56-25-3,bhoslib,23.3,ILPS3,2,1065,2.4553061800117097
frb56-25-3,bhoslib,22,MAE,2,1000,2.3978952727983707
frb56-25-3,bhoslib,4.6,GREEDY,2,129.99999999999997,0.8329091229351039
frb56-25-4,bhoslib,23.1,GRASP,2,1055,2.446685436967803
frb56-25-4,bhoslib,24.1,MEMETIC,2,1105,2.489064659936664
frb56-25-4,bhoslib,22.8,drMIDS,2,1040,2.4336133554004498
frb56-25-4,bhoslib,23.2,ILPS2,2,1060,2.451005098112319
frb56-25-4,bhoslib,23.7,ILPS3,2,1085,2.47232786758114
frb56-25-4,bhoslib,22.4,MAE,2,1019.9999999999999,2.4159137783010487
frb56-25-4,bhoslib,4.466666666666667,GREEDY,2,123.33333333333334,0.8034952377288107
frb56-25-5,bhoslib,22.4,GRASP,2,1019.9999999999999,2.4159137783010487
frb56-25-5,bhoslib,22.8,MEMETIC,2,1040,2.4336133554004498
frb56-25-5,bhoslib,22.3,drMIDS,2,1015,2.411439497906128
frb56-25-5,bhoslib,22.8,ILPS2,2,1040,2.4336133554004498
frb56-25-5,bhoslib,23.3,ILPS3,2,1065,2.4553061800117097
frb56-25-5,bhoslib,21.9,MAE,2,994.9999999999999,2.3933394562625097
frb56-25-5,bhoslib,4,GREEDY,2,100,0.6931471805599453
frb59-26-1,bhoslib,24.1,GRASP,2,1105,2.489064659936664
frb59-26-1,bhoslib,25.4,MEMETIC,2,1170,2.5416019934645457
frb59-26-1,bhoslib,23.6,drMIDS,2,1080,2.468099531471619
frb59-26-1,bhoslib,24.4,ILPS2,2,1120,2.501435951739211
frb59-26-1,bhoslib,24.6,ILPS3,2,1130,2.509599262378372
frb59-26-1,bhoslib,23,MAE,2,1050,2.4423470353692043
frb59-26-1,bhoslib,4,GREEDY,2,100,0.6931471805599453
frb59-26-2,bhoslib,24.2,GRASP,2,1110,2.4932054526026954
frb59-26-2,bhoslib,25.6,MEMETIC,2,1180,2.5494451709255714
frb59-26-2,bhoslib,23.9,drMIDS,2,1095,2.4807312783775197
frb59-26-2,bhoslib,24,ILPS2,2,1100,2.4849066497880004
frb59-26-2,bhoslib,24.6,ILPS3,2,1130,2.509599262378372
frb59-26-2,bhoslib,23.2,MAE,2,1060,2.451005098112319
frb59-26-2,bhoslib,4,GREEDY,2,100,0.6931471805599453
frb59-26-3,bhoslib,24.7,GRASP,2,1135,2.513656063073986
frb59-26-3,bhoslib,25.9,MEMETIC,2,1195,2.5610957881455465
frb59-26-3,bhoslib,23.7,drMIDS,2,1085,2.47232786758114
frb59-26-3,bhoslib,24.7,ILPS2,2,1135,2.513656063073986
frb59-26-3,bhoslib,25,ILPS3,2,1150,2.5257286443082556
frb59-26-3,bhoslib,23.8,MAE,2,1090,2.4765384001174837
frb59-26-3,bhoslib,4,GREEDY,2,100,0.6931471805599453
frb59-26-4,bhoslib,24.4,GRASP,2,1120,2.501435951739211
frb59-26-4,bhoslib,25.6,MEMETIC,2,1180,2.5494451709255714
frb59-26-4,bhoslib,23.9,drMIDS,2,1095,2.4807312783775197
frb59-26-4,bhoslib,24.4,ILPS2,2,1120,2.501435951739211
frb59-26-4,bhoslib,24.8,ILPS3,2,1140,2.517696472610991
frb59-26-4,bhoslib,23.6,MAE,2,1080,2.468099531471619
frb59-26-4,bhoslib,5,GREEDY,2,150,0.9162907318741551
frb59-26-5,bhoslib,25.4,GRASP,2,1170,2.5416019934645457
frb59-26-5,bhoslib,25.8,MEMETIC,2,1190,2.5572273113676265
frb59-26-5,bhoslib,24.2,drMIDS,2,1110,2.4932054526026954
frb59-26-5,bhoslib,24.3,ILPS2,2,1115,2.4973291697865574
frb59-26-5,bhoslib,24.7,ILPS3,2,1135,2.513656063073986
frb59-26-5,bhoslib,23.8,MAE,2,1090,2.4765384001174837
frb59-26-5,bhoslib,4,GREEDY,2,100,0.6931471805599453
gen200_p0.9_44,dimacs,16.1,GRASP,2,705.0000000000001,2.0856720914304723
gen200_p0.9_44,dimacs,16,MEMETIC,2,700,2.0794415416798357
gen200_p0.9_44,dimacs,16,drMIDS,2,700,2.0794415416798357
gen200_p0.9_44,dimacs,16,ILPS2,2,700,2.0794415416798357
gen200_p0.9_44,dimacs,16,ILPS3,2,700,2.0794415416798357
gen200_p0.9_44,dimacs,16,MAE,2,700,2.0794415416798357
gen200_p0.9_44,dimacs,2,GREEDY,2,0,0
gen200_p0.9_55,dimacs,16,GRASP,2,700,2.0794415416798357
gen200_p0.9_55,dimacs,16,MEMETIC,2,700,2.0794415416798357
gen200_p0.9_55,dimacs,16,drMIDS,2,700,2.0794415416798357
gen200_p0.9_55,dimacs,16,ILPS2,2,700,2.0794415416798357
gen200_p0.9_55,dimacs,16,ILPS3,2,700,2.0794415416798357
gen200_p0.9_55,dimacs,16,MAE,2,700,2.0794415416798357
gen200_p0.9_55,dimacs,2,GREEDY,2,0,0
gen400_p0.9_55,dimacs,21.2,GRASP,2,960,2.3608540011180215
gen400_p0.9_55,dimacs,20,MEMETIC,2,900,2.302585092994046
gen400_p0.9_55,dimacs,20,drMIDS,2,900,2.302585092994046
gen400_p0.9_55,dimacs,20.1,ILPS2,2,905.0000000000001,2.307572634505085
gen400_p0.9_55,dimacs,20.3,ILPS3,2,915,2.3174737054877963
gen400_p0.9_55,dimacs,20,MAE,2,900,2.302585092994046
gen400_p0.9_55,dimacs,2,GREEDY,2,0,0
gen400_p0.9_65,dimacs,21.1,GRASP,2,955.0000000000001,2.3561258599220753
gen400_p0.9_65,dimacs,20.1,MEMETIC,2,905.0000000000001,2.307572634505085
gen400_p0.9_65,dimacs,20,drMIDS,2,900,2.302585092994046
gen400_p0.9_65,dimacs,20.8,ILPS2,2,940,2.341805806147327
gen400_p0.9_65,dimacs,20.8,ILPS3,2,940,2.341805806147327
gen400_p0.9_65,dimacs,20,MAE,2,900,2.302585092994046
gen400_p0.9_65,dimacs,2,GREEDY,2,0,0
gen400_p0.9_75,dimacs,20.4,GRASP,2,919.9999999999999,2.3223877202902252
gen400_p0.9_75,dimacs,20.3,MEMETIC,2,915,2.3174737054877963
gen400_p0.9_75,dimacs,20,drMIDS,2,900,2.302585092994046
gen400_p0.9_75,dimacs,20.8,ILPS2,2,940,2.341805806147327
gen400_p0.9_75,dimacs,20.6,ILPS3,2,930.0000000000001,2.33214389523559
gen400_p0.9_75,dimacs,20,MAE,2,900,2.302585092994046
gen400_p0.9_75,dimacs,2,GREEDY,2,0,0
hamming10-4,dimacs,12.3,GRASP,2,515,1.8164520818184267
hamming10-4,dimacs,12,MEMETIC,2,500,1.791759469228055
hamming10-4,dimacs,12,drMIDS,2,500,1.791759469228055
hamming10-4,dimacs,12,ILPS2,2,500,1.791759469228055
hamming10-4,dimacs,12,ILPS3,2,500,1.791759469228055
hamming10-4,dimacs,12,MAE,2,500,1.791759469228055
hamming10-4,dimacs,8,GREEDY,2,300,1.3862943611198906
hamming6-2,dimacs,12.8,GRASP,2,540,1.8562979903656263
hamming6-2,dimacs,12,MEMETIC,2,500,1.791759469228055
hamming6-2,dimacs,12,drMIDS,2,500,1.791759469228055
hamming6-2,dimacs,12,ILPS2,2,500,1.791759469228055
hamming6-2,dimacs,12,ILPS3,2,500,1.791759469228055
hamming6-2,dimacs,12,MAE,2,500,1.791759469228055
hamming6-2,dimacs,2,GREEDY,2,0,0
hamming6-4,dimacs,2,GRASP,3,-33.33333333333333,-0.40546510810816444
hamming6-4,dimacs,2,MEMETIC,3,-33.33333333333333,-0.40546510810816444
hamming6-4,dimacs,2,drMIDS,3,-33.33333333333333,-0.40546510810816444
hamming6-4,dimacs,2,ILPS2,3,-33.33333333333333,-0.40546510810816444
hamming6-4,dimacs,2,ILPS3,3,-33.33333333333333,-0.40546510810816444
hamming6-4,dimacs,2,MAE,3,-33.33333333333333,-0.40546510810816444
hamming6-4,dimacs,8,GREEDY,3,166.66666666666669,0.9808292530117262
hamming8-2,dimacs,40.1,GRASP,2,1905,2.998229153752578
hamming8-2,dimacs,43.1,MEMETIC,2,2055,3.070375816549757
hamming8-2,dimacs,32,drMIDS,2,1500,2.772588722239781
hamming8-2,dimacs,36,ILPS2,2,1700,2.8903717578961645
hamming8-2,dimacs,36,ILPS3,2,1700,2.8903717578961645
hamming8-2,dimacs,32,MAE,2,1500,2.772588722239781
hamming8-2,dimacs,2,GREEDY,2,0,0
hamming8-4,dimacs,4,GRASP,2,100,0.6931471805599453
hamming8-4,dimacs,4,MEMETIC,2,100,0.6931471805599453
hamming8-4,dimacs,4,drMIDS,2,100,0.6931471805599453
hamming8-4,dimacs,4,ILPS2,2,100,0.6931471805599453
hamming8-4,dimacs,4,ILPS3,2,100,0.6931471805599453
hamming8-4,dimacs,4,MAE,2,100,0.6931471805599453
hamming8-4,dimacs,8,GREEDY,2,300,1.3862943611198906
johnson16-2-4,dimacs,8,GRASP,2,300,1.3862943611198906
johnson16-2-4,dimacs,8,MEMETIC,2,300,1.3862943611198906
johnson16-2-4,dimacs,8,drMIDS,2,300,1.3862943611198906
johnson16-2-4,dimacs,8,ILPS2,2,300,1.3862943611198906
johnson16-2-4,dimacs,8,ILPS3,2,300,1.3862943611198906
johnson16-2-4,dimacs,8,MAE,2,300,1.3862943611198906
johnson16-2-4,dimacs,3,GREEDY,2,50,0.4054651081081644
johnson32-2-4,dimacs,16,GRASP,2,700,2.0794415416798357
johnson32-2-4,dimacs,16,MEMETIC,2,700,2.0794415416798357
johnson32-2-4,dimacs,16,drMIDS,2,700,2.0794415416798357
johnson32-2-4,dimacs,16,ILPS2,2,700,2.0794415416798357
johnson32-2-4,dimacs,16,ILPS3,2,700,2.0794415416798357
johnson32-2-4,dimacs,16,MAE,2,700,2.0794415416798357
johnson32-2-4,dimacs,3,GREEDY,2,50,0.4054651081081644
johnson8-2-4,dimacs,4,GRASP,2,100,0.6931471805599453
johnson8-2-4,dimacs,4,MEMETIC,2,100,0.6931471805599453
johnson8-2-4,dimacs,4,drMIDS,2,100,0.6931471805599453
johnson8-2-4,dimacs,4,ILPS2,2,100,0.6931471805599453
johnson8-2-4,dimacs,4,ILPS3,2,100,0.6931471805599453
johnson8-2-4,dimacs,4,MAE,2,100,0.6931471805599453
johnson8-2-4,dimacs,3,GREEDY,2,50,0.4054651081081644
johnson8-4-4,dimacs,7,GRASP,2,250,1.252762968495368
johnson8-4-4,dimacs,7,MEMETIC,2,250,1.252762968495368
johnson8-4-4,dimacs,7,drMIDS,2,250,1.252762968495368
johnson8-4-4,dimacs,7,ILPS2,2,250,1.252762968495368
johnson8-4-4,dimacs,7,ILPS3,2,250,1.252762968495368
johnson8-4-4,dimacs,7,MAE,2,250,1.252762968495368
johnson8-4-4,dimacs,5,GREEDY,2,150,0.9162907318741551
keller4,dimacs,5,GRASP,2,150,0.9162907318741551
keller4,dimacs,5,MEMETIC,2,150,0.9162907318741551
keller4,dimacs,5,drMIDS,2,150,0.9162907318741551
keller4,dimacs,5,ILPS2,2,150,0.9162907318741551
keller4,dimacs,5,ILPS3,2,150,0.9162907318741551
keller4,dimacs,5,MAE,2,150,0.9162907318741551
keller4,dimacs,4,GREEDY,2,100,0.6931471805599453
keller5,dimacs,9.4,GRASP,2,370,1.547562508716013
keller5,dimacs,9,MEMETIC,2,350,1.5040773967762742
keller5,dimacs,9,drMIDS,2,350,1.5040773967762742
keller5,dimacs,9,ILPS2,2,350,1.5040773967762742
keller5,dimacs,9,ILPS3,2,350,1.5040773967762742
keller5,dimacs,9,MAE,2,350,1.5040773967762742
keller5,dimacs,4,GREEDY,2,100,0.6931471805599453
keller6,dimacs,17.6,GRASP,2,780.0000000000001,2.174751721484161
keller6,dimacs,17.9,MEMETIC,2,794.9999999999999,2.191653532286764
keller6,dimacs,17.2,drMIDS,2,760,2.151762203259462
keller6,dimacs,18,ILPS2,2,800,2.1972245773362196
keller6,dimacs,18.3,ILPS3,2,815,2.21375387928743
keller6,dimacs,15.1,MAE,2,655,2.0215475632609334
keller6,dimacs,4,GREEDY,2,100,0.6931471805599453
p_hat1500-1,dimacs,13.4,GRASP,3,346.6666666666667,1.496642418288756
p_hat1500-1,dimacs,13.9,MEMETIC,3,363.3333333333333,1.5332765514685365
p_hat1500-1,dimacs,12.7,drMIDS,3,323.3333333333333,1.442989704796436
p_hat1500-1,dimacs,14.1,ILPS2,3,370,1.547562508716013
p_hat1500-1,dimacs,14.3,ILPS3,3,376.6666666666667,1.561647248597752
p_hat1500-1,dimacs,12.4,MAE,3,313.3333333333333,1.4190841839428816
p_hat1500-1,dimacs,19.866666666666667,GREEDY,3,562.2222222222223,1.8904309967350847
p_hat1500-2,dimacs,8,GRASP,2,300,1.3862943611198906
p_hat1500-2,dimacs,7.9,MEMETIC,2,295,1.3737155789130306
p_hat1500-2,dimacs,7.7,drMIDS,2,285,1.3480731482996928
p_hat1500-2,dimacs,7.7,ILPS2,2,285,1.3480731482996928
p_hat1500-2,dimacs,7.8,ILPS3,2,290,1.3609765531356006
p_hat1500-2,dimacs,7.2,MAE,2,260,1.2809338454620642
p_hat1500-2,dimacs,11.9,GREEDY,2,495,1.7833912195575383
p_hat1500-3,dimacs,3,GRASP,2,50,0.4054651081081644
p_hat1500-3,dimacs,3,MEMETIC,2,50,0.4054651081081644
p_hat1500-3,dimacs,3,drMIDS,2,50,0.4054651081081644
p_hat1500-3,dimacs,3.1,ILPS2,2,55.00000000000001,0.4382549309311553
p_hat1500-3,dimacs,3.3,ILPS3,2,64.99999999999999,0.5007752879124892
p_hat1500-3,dimacs,3,MAE,2,50,0.4054651081081644
p_hat1500-3,dimacs,4.5,GREEDY,2,125,0.8109302162163288
p_hat300-1,dimacs,9,GRASP,3,200,1.0986122886681098
p_hat300-1,dimacs,9,MEMETIC,3,200,1.0986122886681098
p_hat300-1,dimacs,9,drMIDS,3,200,1.0986122886681098
p_hat300-1,dimacs,9,ILPS2,3,200,1.0986122886681098
p_hat300-1,dimacs,9,ILPS3,3,200,1.0986122886681098
p_hat300-1,dimacs,9,MAE,3,200,1.0986122886681098
p_hat300-1,dimacs,14.8,GREEDY,3,393.33333333333337,1.5960148921019597
p_hat300-2,dimacs,5.1,GRASP,2,154.99999999999997,0.9360933591703348
p_hat300-2,dimacs,5,MEMETIC,2,150,0.9162907318741551
p_hat300-2,dimacs,5,drMIDS,2,150,0.9162907318741551
p_hat300-2,dimacs,5,ILPS2,2,150,0.9162907318741551
p_hat300-2,dimacs,5,ILPS3,2,150,0.9162907318741551
p_hat300-2,dimacs,5,MAE,2,150,0.9162907318741551
p_hat300-2,dimacs,9.833333333333334,GREEDY,2,391.6666666666667,1.5926307941177191
p_hat300-3,dimacs,3,GRASP,2,50,0.4054651081081644
p_hat300-3,dimacs,3,MEMETIC,2,50,0.4054651081081644
p_hat300-3,dimacs,3,drMIDS,2,50,0.4054651081081644
p_hat300-3,dimacs,3,ILPS2,2,50,0.4054651081081644
p_hat300-3,dimacs,3,ILPS3,2,50,0.4054651081081644
p_hat300-3,dimacs,3,MAE,2,50,0.4054651081081644
p_hat300-3,dimacs,4,GREEDY,2,100,0.6931471805599453
p_hat700-1,dimacs,11,GRASP,3,266.66666666666663,1.2992829841302609
p_hat700-1,dimacs,11,MEMETIC,3,266.66666666666663,1.2992829841302609
p_hat700-1,dimacs,11,drMIDS,3,266.66666666666663,1.2992829841302609
p_hat700-1,dimacs,11,ILPS2,3,266.66666666666663,1.2992829841302609
p_hat700-1,dimacs,11.2,ILPS3,3,273.3333333333333,1.3173014896329391
p_hat700-1,dimacs,11,MAE,3,266.66666666666663,1.2992829841302609
p_hat700-1,dimacs,16.966666666666665,GREEDY,3,465.5555555555555,1.7326383462202575
p_hat700-2,dimacs,6.5,GRASP,2,225,1.1786549963416462
p_hat700-2,dimacs,6.3,MEMETIC,2,215,1.1474024528375417
p_hat700-2,dimacs,6,drMIDS,2,200,1.0986122886681098
p_hat700-2,dimacs,6.6,ILPS2,2,229.99999999999997,1.1939224684724346
p_hat700-2,dimacs,6.4,ILPS3,2,220.00000000000003,1.1631508098056809
p_hat700-2,dimacs,6,MAE,2,200,1.0986122886681098
p_hat700-2,dimacs,13,GREEDY,2,550,1.8718021769015913
p_hat700-3,dimacs,3,GRASP,2,50,0.4054651081081644
p_hat700-3,dimacs,3,MEMETIC,2,50,0.4054651081081644
p_hat700-3,dimacs,3,drMIDS,2,50,0.4054651081081644
p_hat700-3,dimacs,3,ILPS2,2,50,0.4054651081081644
p_hat700-3,dimacs,3,ILPS3,2,50,0.4054651081081644
p_hat700-3,dimacs,3,MAE,2,50,0.4054651081081644
p_hat700-3,dimacs,4,GREEDY,2,100,0.6931471805599453
san1000,dimacs,4,GRASP,2,100,0.6931471805599453
san1000,dimacs,4,MEMETIC,2,100,0.6931471805599453
san1000,dimacs,4,drMIDS,2,100,0.6931471805599453
san1000,dimacs,4.7,ILPS2,2,135,0.8544153281560676
san1000,dimacs,4.2,ILPS3,2,110.00000000000001,0.7419373447293773
san1000,dimacs,4,MAE,2,100,0.6931471805599453
san1000,dimacs,25.633333333333333,GREEDY,2,1181.6666666666667,2.550746407283543
san200_0.7_1,dimacs,7,GRASP,2,250,1.252762968495368
san200_0.7_1,dimacs,6,MEMETIC,2,200,1.0986122886681098
san200_0.7_1,dimacs,6,drMIDS,2,200,1.0986122886681098
san200_0.7_1,dimacs,6.1,ILPS2,2,204.99999999999997,1.1151415906193203
san200_0.7_1,dimacs,6.8,ILPS3,2,240,1.2237754316221157
san200_0.7_1,dimacs,6,MAE,2,200,1.0986122886681098
san200_0.7_1,dimacs,3.566666666666667,GREEDY,2,78.33333333333334,0.5784842722398056
san200_0.7_2,dimacs,6,GRASP,2,200,1.0986122886681098
san200_0.7_2,dimacs,6,MEMETIC,2,200,1.0986122886681098
san200_0.7_2,dimacs,6,drMIDS,2,200,1.0986122886681098
san200_0.7_2,dimacs,6,ILPS2,2,200,1.0986122886681098
san200_0.7_2,dimacs,6,ILPS3,2,200,1.0986122886681098
san200_0.7_2,dimacs,6,MAE,2,200,1.0986122886681098
san200_0.7_2,dimacs,4,GREEDY,2,100,0.6931471805599453
san200_0.9_1,dimacs,16,GRASP,2,700,2.0794415416798357
san200_0.9_1,dimacs,15,MEMETIC,2,650,2.0149030205422647
san200_0.9_1,dimacs,15,drMIDS,2,650,2.0149030205422647
san200_0.9_1,dimacs,15,ILPS2,2,650,2.0149030205422647
san200_0.9_1,dimacs,15,ILPS3,2,650,2.0149030205422647
san200_0.9_1,dimacs,15,MAE,2,650,2.0149030205422647
san200_0.9_1,dimacs,2,GREEDY,2,0,0
san200_0.9_2,dimacs,16.4,GRASP,2,719.9999999999999,2.1041341542702074
san200_0.9_2,dimacs,16,MEMETIC,2,700,2.0794415416798357
san200_0.9_2,dimacs,16,drMIDS,2,700,2.0794415416798357
san200_0.9_2,dimacs,16,ILPS2,2,700,2.0794415416798357
san200_0.9_2,dimacs,16,ILPS3,2,700,2.0794415416798357
san200_0.9_2,dimacs,16,MAE,2,700,2.0794415416798357
san200_0.9_2,dimacs,2,GREEDY,2,0,0
san200_0.9_3,dimacs,15.1,GRASP,2,655,2.0215475632609334
san200_0.9_3,dimacs,15,MEMETIC,2,650,2.0149030205422647
san200_0.9_3,dimacs,15,drMIDS,2,650,2.0149030205422647
san200_0.9_3,dimacs,15.3,ILPS2,2,665,2.0347056478384444
san200_0.9_3,dimacs,15.1,ILPS3,2,655,2.0215475632609334
san200_0.9_3,dimacs,15,MAE,2,650,2.0149030205422647
san200_0.9_3,dimacs,2,GREEDY,2,0,0
san400_0.5_1,dimacs,4,GRASP,2,100,0.6931471805599453
san400_0.5_1,dimacs,4,MEMETIC,2,100,0.6931471805599453
san400_0.5_1,dimacs,4,drMIDS,2,100,0.6931471805599453
san400_0.5_1,dimacs,4,ILPS2,2,100,0.6931471805599453
san400_0.5_1,dimacs,4,ILPS3,2,100,0.6931471805599453
san400_0.5_1,dimacs,4,MAE,2,100,0.6931471805599453
san400_0.5_1,dimacs,13.833333333333334,GREEDY,2,591.6666666666667,1.9339339580085977
san400_0.7_1,dimacs,7.1,GRASP,2,254.99999999999997,1.2669476034873244
san400_0.7_1,dimacs,7,MEMETIC,2,250,1.252762968495368
san400_0.7_1,dimacs,7,drMIDS,2,250,1.252762968495368
san400_0.7_1,dimacs,7.9,ILPS2,2,295,1.3737155789130306
san400_0.7_1,dimacs,8,ILPS3,2,300,1.3862943611198906
san400_0.7_1,dimacs,7,MAE,2,250,1.252762968495368
san400_0.7_1,dimacs,4,GREEDY,2,100,0.6931471805599453
san400_0.7_2,dimacs,7,GRASP,2,250,1.252762968495368
san400_0.7_2,dimacs,7,MEMETIC,2,250,1.252762968495368
san400_0.7_2,dimacs,7,drMIDS,2,250,1.252762968495368
san400_0.7_2,dimacs,7.6,ILPS2,2,280,1.33500106673234
san400_0.7_2,dimacs,7.9,ILPS3,2,295,1.3737155789130306
san400_0.7_2,dimacs,7,MAE,2,250,1.252762968495368
san400_0.7_2,dimacs,4,GREEDY,2,100,0.6931471805599453
san400_0.7_3,dimacs,8,GRASP,2,300,1.3862943611198906
san400_0.7_3,dimacs,7,MEMETIC,2,250,1.252762968495368
san400_0.7_3,dimacs,7,drMIDS,2,250,1.252762968495368
san400_0.7_3,dimacs,7.8,ILPS2,2,290,1.3609765531356006
san400_0.7_3,dimacs,8,ILPS3,2,300,1.3862943611198906
san400_0.7_3,dimacs,7,MAE,2,250,1.252762968495368
san400_0.7_3,dimacs,5.5,GREEDY,2,175,1.0116009116784799
