instances,times
frb50-23-1,1.78169393539429
brock800-2,0.65962815284729
frb45-21-4,1.17188692092896
c-fat200-5,0.0420131683349609
frb40-19-4,0.823661088943481
frb35-17-3,0.477567911148071
frb35-17-2,0.514840126037598
DSJC500-5,0.243896007537842
p-hat1500-2,1.68760681152344
frb30-15-3,0.284639835357666
frb35-17-5,0.462056875228882
frb30-15-5,0.279610157012939
c-fat200-1,0.0294380187988281
brock200-4,0.0483701229095459
frb53-24-4,2.33270883560181
c-fat500-2,0.051846981048584
C2000-5,2.94584107398987
san1000,0.822216033935547
frb45-21-2,1.18261909484863
brock200-2,0.0447490215301514
MANN-a9,0.0197689533233643
frb35-17-3,0.469609975814819
DSJC1000-5,0.773384094238281
frb30-15-4,0.284810066223145
gen400-p0-9-65,0.440173864364624
brock800-4,0.640650987625122
san200-0-9-2,0.147024869918823
san400-0-7-2,0.218806982040405
frb50-23-4,1.73603415489197
hamming6-4,0.0185940265655518
frb59-26-1,3.27720189094543
frb30-15-5,0.311563014984131
brock200-2,0.266976118087769
frb40-19-4,0.925992012023926
frb50-23-5,1.89096808433533
p-hat300-1,0.0509920120239258
c-fat200-1,0.0253779888153076
frb53-24-2,2.19007587432861
frb53-24-5,2.10870099067688
frb45-21-1,1.18302416801453
san400-0-7-1,0.228214979171753
san400-0-7-3,0.216609954833984
p-hat300-1,0.0518031120300293
gen400-p0-9-65,0.266027927398682
brock800-2,0.679370164871216
johnson32-2-4,0.36628794670105
johnson8-4-4,0.0197949409484863
hamming8-4,0.0738508701324463
brock400-2,0.258179903030396
frb50-23-3,2.1990180015564
brock800-4,0.645663976669312
p-hat300-2,0.0773830413818359
frb35-17-4,0.480278015136719
p-hat1500-1,0.89731502532959
c-fat200-1,0.0570180416107178
c-fat200-5,0.0396840572357178
c-fat200-2,0.0287051200866699
hamming6-4,0.0200910568237305
gen400-p0-9-65,0.355373859405518
frb50-23-1,1.73011803627014
johnson16-2-4,0.0321719646453857
MANN-a9,0.0165798664093018
brock200-4,0.0909628868103027
frb59-26-5,3.11317801475525
frb59-26-3,3.12766098976135
frb59-26-3,3.50143480300903
frb40-19-2,1.1165668964386
frb45-21-4,1.42448997497559
san200-0-7-2,0.0578370094299316
frb30-15-3,0.32805609703064
gen400-p0-9-75,0.271342039108276
hamming6-4,0.0178170204162598
c-fat200-1,0.0285160541534424
p-hat300-2,0.0798211097717285
brock400-4,0.278036117553711
c-fat500-2,0.0805180072784424
frb53-24-4,2.17292714118958
frb50-23-3,1.70388698577881
frb45-21-2,1.13699293136597
p-hat1500-3,2.55837106704712
frb30-15-5,0.372323989868164
keller5,0.766553163528442
frb40-19-2,0.753062963485718
frb50-23-3,1.90313196182251
frb40-19-3,0.807904958724976
DSJC500-5,0.264630079269409
hamming8-2,0.101330995559692
p-hat1500-2,1.67357206344604
hamming6-2,0.0194389820098877
frb35-17-3,0.640720129013062
C2000-9,5.5927209854126
frb59-26-3,3.19835376739502
hamming6-4,0.0230989456176758
MANN-a9,0.0201101303100586
frb50-23-5,1.83643412590027
frb45-21-3,1.12589383125305
DSJC500-5,0.239989995956421
frb40-19-5,0.782388925552368
c-fat200-2,0.0277929306030273
johnson32-2-4,0.35846996307373
frb35-17-1,0.486948013305664
frb40-19-2,0.755172967910767
brock200-4,0.0512490272521973
frb40-19-4,0.741937160491943
hamming8-2,0.0986390113830566
frb30-15-1,0.283421039581299
frb53-24-2,2.18976020812988
frb59-26-2,3.12047290802002
C500-9,0.529468059539795
DSJC500-5,0.411855936050415
C4000-5,11.767639875412
hamming10-4,1.28141713142395
johnson32-2-4,0.352487087249756
p-hat1500-1,0.87673807144165
p-hat300-1,0.0473740100860596
C4000-5,11.8565649986267
frb59-26-4,3.00571608543396
C250-9,0.134336948394775
p-hat300-1,0.0489292144775391
frb59-26-5,3.02689599990845
gen400-p0-9-55,0.250139951705933
MANN-a45,1.53220701217651
frb50-23-1,1.66696786880493
C500-9,0.356214046478271
frb30-15-3,0.28364896774292
johnson8-4-4,0.019819974899292
C125-9,0.0341432094573975
frb45-21-5,1.16392111778259
C4000-5,11.8781108856201
frb35-17-1,0.465747117996216
johnson8-4-4,0.0204689502716064
frb35-17-3,0.465588092803955
p-hat300-2,0.284892082214355
frb59-26-4,3.23335385322571
hamming8-2,0.140377998352051
frb30-15-2,0.278491973876953
san200-0-7-2,0.0516290664672852
p-hat700-3,0.562554121017456
c-fat500-2,0.0497989654541016
frb30-15-2,0.282006025314331
gen400-p0-9-65,0.25133204460144
san400-0-5-1,0.191180944442749
frb30-15-4,0.282935857772827
frb50-23-2,1.65994095802307
frb45-21-3,1.11907291412354
frb50-23-5,1.70636796951294
brock800-2,0.629857063293457
brock200-2,0.0398051738739014
hamming8-4,0.0715830326080322
C2000-9,5.10560011863708
frb50-23-4,1.70573997497559
brock200-2,0.0399560928344727
brock800-2,0.629829883575439
frb30-15-5,0.288929224014282
DSJC500-5,0.188894033432007
san200-0-9-2,0.103836059570312
san200-0-9-2,0.0622310638427734
brock200-2,0.0430560111999512
p-hat700-3,0.561146020889282
san200-0-9-1,0.107050895690918
keller5,0.676897048950195
gen400-p0-9-75,0.250922918319702
brock200-4,0.078502893447876
C4000-5,11.7307839393616
johnson8-2-4,0.0163681507110596
frb59-26-4,3.00608992576599
c-fat200-5,0.0400469303131104
frb59-26-2,3.01891708374023
hamming6-4,0.0196361541748047
hamming6-2,0.0202751159667969
p-hat1500-2,1.78951621055603
keller6,14.546149969101
MANN-a27,0.362298011779785
frb50-23-4,1.90733909606934
frb30-15-1,0.29947304725647
hamming10-4,1.29864096641541
C4000-5,13.6391439437866
frb45-21-5,1.15896677970886
frb35-17-5,0.520474910736084
frb50-23-2,1.92861008644104
MANN-a27,0.314456939697266
frb59-26-4,3.20836496353149
san200-0-7-1,0.0600481033325195
san200-0-7-2,0.0576591491699219
c-fat200-2,0.0784571170806885
frb59-26-2,3.64228177070618
frb53-24-1,2.10602879524231
frb45-21-2,1.23163986206055
keller4,0.0421788692474365
gen400-p0-9-75,0.285502195358276
san200-0-9-3,0.164091110229492
keller6,15.7710771560669
hamming10-4,1.45801091194153
hamming6-2,0.0203418731689453
frb40-19-3,0.742754936218262
frb100-40,23.4338669776917
frb40-19-1,0.986488103866577
frb59-26-1,3.20475196838379
c-fat200-1,0.0261998176574707
frb30-15-4,0.290671825408936
frb53-24-4,2.08319902420044
johnson32-2-4,0.358552217483521
DSJC500-5,0.229346990585327
johnson32-2-4,0.351481914520264
san200-0-7-1,0.0994510650634766
C2000-5,3.02784299850464
p-hat1500-1,1.17957401275635
frb45-21-1,1.45024681091309
frb53-24-5,2.43828177452087
frb40-19-1,1.04575395584106
frb40-19-1,0.9287109375
gen400-p0-9-55,0.265455007553101
frb53-24-1,2.6660840511322
frb45-21-2,2.04155206680298
frb30-15-3,1.02179312705994
p-hat300-1,0.502511024475098
gen400-p0-9-65,0.59302282333374
c-fat200-5,0.0605270862579346
san400-0-7-2,0.402364015579224
frb40-19-1,0.8887779712677
hamming8-4,0.08333420753479
DSJC1000-5,0.916960954666138
frb30-15-2,0.3260338306427
c-fat200-2,0.0254788398742676
hamming8-2,0.119686841964722
gen200-p0-9-44,0.0659940242767334
frb50-23-1,1.98997211456299
frb59-26-1,3.26425099372864
frb35-17-4,0.675096988677979
brock800-4,0.687433004379272
p-hat300-1,0.0616638660430908
johnson32-2-4,0.487947940826416
keller4,0.22937798500061
p-hat700-1,0.454592943191528
hamming6-4,0.0307080745697021
gen200-p0-9-55,0.0891261100769043
frb59-26-3,4.80770707130432
MANN-a81,18.6017498970032
san1000,0.834967851638794
p-hat700-3,0.592647075653076
san400-0-5-1,0.18787693977356
p-hat300-2,0.316969871520996
frb45-21-2,1.28886198997498
p-hat300-3,0.109827995300293
brock400-2,0.22641396522522
p-hat700-3,0.573616981506348
frb45-21-1,1.30230593681335
frb40-19-1,0.750911951065063
MANN-a27,0.262454032897949
frb50-23-5,2.02608203887939
gen400-p0-9-75,0.258739948272705
frb50-23-4,1.70696187019348
san400-0-5-1,0.17310905456543
brock200-2,0.0538101196289062
san1000,0.833485126495361
hamming10-4,1.48615503311157
frb45-21-2,1.37399792671204
DSJC1000-5,0.858888149261475
C1000-9,1.5720739364624
frb59-26-2,3.45486903190613
hamming6-2,0.0207860469818115
frb40-19-1,0.935250997543335
frb50-23-5,1.89246916770935
c-fat500-5,0.0960700511932373
san200-0-9-3,0.13216495513916
C2000-5,3.23795700073242
c-fat200-5,0.0435390472412109
MANN-a81,17.6469759941101
C4000-5,12.5030691623688
frb45-21-3,1.17189407348633
johnson32-2-4,0.349201917648315
MANN-a27,0.250464916229248
gen200-p0-9-55,0.10666298866272
san200-0-7-1,0.0500578880310059
frb50-23-2,1.72511887550354
MANN-a45,1.57067799568176
frb53-24-5,2.171541929245
c-fat500-2,0.0522680282592773
C2000-5,3.0294132232666
frb59-26-2,3.23708295822144
gen400-p0-9-55,0.262953996658325
frb35-17-1,0.488210916519165
san200-0-7-2,0.0510728359222412
frb50-23-2,1.76953601837158
hamming6-2,0.0195550918579102
frb53-24-3,2.57885599136353
san400-0-7-1,0.215107917785645
frb50-23-2,1.93821597099304
C2000-9,5.90563702583313
brock200-2,0.0412600040435791
brock400-2,0.231827974319458
frb30-15-2,0.320382833480835
hamming6-4,0.0188491344451904
frb53-24-3,2.17203617095947
hamming8-2,0.102975845336914
brock800-4,0.689164161682129
C4000-5,12.3337211608887
frb53-24-5,2.70354604721069
frb35-17-4,0.613417863845825
frb59-26-5,3.68132400512695
brock800-2,0.654453039169312
p-hat1500-1,0.91923999786377
san400-0-7-3,0.186873912811279
