instances,datasets,random_numbers,solutions,iters,times
gen400_p0.9_75,dimacs,2798,2,2,204.875201
p_hat700-1,dimacs,2799,15,13,240.1343
johnson8-4-4,dimacs,2800,5,3,22.189001
frb35-17-1,bhoslib,2801,4,4,410.091801
frb50-23-3,bhoslib,2802,5,3,1549.712802
johnson16-2-4,dimacs,2803,3,3,32.362001
keller6,dimacs,2804,4,4,13321.019302
MANN_a27,dimacs,2805,2,2,200.351301
keller4,dimacs,2806,4,4,42.8048
gen400_p0.9_55,dimacs,2807,2,2,259.423801
frb59-26-5,bhoslib,2808,4,3,2848.809301
DSJC1000.5,dimacs,2809,8,6,735.0852
frb53-24-5,bhoslib,2810,4,3,1915.742101
san200_0.9_3,dimacs,2811,2,2,108.809901
p_hat300-3,dimacs,2812,4,3,146.2003
frb56-25-5,bhoslib,2813,4,4,2406.452001
C500.9,dimacs,2814,2,2,313.364201
johnson8-2-4,dimacs,2815,3,3,17.928601
p_hat700-2,dimacs,2816,13,5,344.157101
brock800_4,dimacs,2817,6,4,617.593301
san1000,dimacs,2818,26,15,745.456002
brock200_2,dimacs,2819,5,5,46.1312
frb50-23-2,bhoslib,2820,5,4,1608.163201
johnson32-2-4,dimacs,2821,3,3,303.403002
C500.9,dimacs,2822,2,2,311.427301
c-fat200-1,dimacs,2823,15,15,32.527601
p_hat1500-2,dimacs,2824,11,9,1600.207401
frb53-24-1,bhoslib,2825,4,3,1920.023901
p_hat300-2,dimacs,2826,10,5,76.921501
frb56-25-1,bhoslib,2827,4,4,2355.571201
san400_0.5_1,dimacs,2828,15,8,169.965802
frb45-21-1,bhoslib,2829,4,3,1082.541301
p_hat300-2,dimacs,2830,10,5,92.287702
frb50-23-5,bhoslib,2831,3,3,1554.335801
C250.9,dimacs,2832,2,2,130.785201
p_hat700-3,dimacs,2833,4,4,547.792001
frb45-21-1,bhoslib,2834,4,3,1036.1302
frb45-21-2,bhoslib,2835,8,2,1039.325501
frb40-19-5,bhoslib,2836,6,3,724.648201
frb50-23-4,bhoslib,2837,4,4,1600.571701
frb50-23-4,bhoslib,2838,4,4,1542.694002
MANN_a45,dimacs,2839,2,2,1474.257501
hamming8-4,dimacs,2840,8,8,129.641801
johnson8-4-4,dimacs,2841,5,3,23.088502
frb100-40,bhoslib,2842,5,3,21356.272601
johnson32-2-4,dimacs,2843,3,3,299.086101
C250.9,dimacs,2844,2,2,90.061601
frb100-40,bhoslib,2845,5,3,21003.621802
frb59-26-2,bhoslib,2846,4,3,2856.670001
san200_0.9_2,dimacs,2847,2,2,106.691402
brock200_4,dimacs,2848,5,3,93.6038
c-fat500-5,dimacs,2849,6,6,127.083901
frb45-21-3,bhoslib,2850,4,4,1083.456201
san200_0.9_3,dimacs,2851,2,2,64.655901
p_hat300-2,dimacs,2852,9,6,77.961
frb40-19-3,bhoslib,2853,5,3,681.354001
C2000.5,dimacs,2854,8,8,2841.802001
san400_0.7_2,dimacs,2855,4,4,207.174801
frb59-26-5,bhoslib,2856,4,3,2985.542002
san200_0.9_2,dimacs,2857,2,2,105.646401
frb40-19-2,bhoslib,2858,4,3,712.243301
C125.9,dimacs,2859,2,2,35.113602
p_hat1500-1,dimacs,2860,21,13,850.855801
C1000.9,dimacs,2861,3,3,1270.367201
san400_0.5_1,dimacs,2862,13,9,170.110701
MANN_a81,dimacs,2863,2,2,15771.6453
frb50-23-4,bhoslib,2864,5,3,1573.882802
san400_0.5_1,dimacs,2865,14,8,169.5174
san200_0.7_1,dimacs,2866,5,2,113.7135
johnson16-2-4,dimacs,2867,3,3,32.294801
p_hat300-1,dimacs,2868,15,8,51.747201
frb50-23-1,bhoslib,2869,7,3,1586.920301
frb45-21-3,bhoslib,2870,4,4,1042.300301
frb30-15-5,bhoslib,2871,4,3,279.660201
frb35-17-5,bhoslib,2872,5,3,409.193101
frb30-15-3,bhoslib,2873,4,3,234.960901
p_hat300-3,dimacs,2874,4,3,104.601602
frb30-15-5,bhoslib,2875,4,3,235.724101
p_hat300-3,dimacs,2876,4,3,146.4968
p_hat1500-2,dimacs,2877,11,10,1602.145602
johnson8-2-4,dimacs,2878,3,3,18.4031
san400_0.5_1,dimacs,2879,13,9,127.539902
frb50-23-1,bhoslib,2880,7,3,1545.107101
johnson16-2-4,dimacs,2881,3,3,31.731301
frb30-15-2,bhoslib,2882,3,3,234.118201
frb35-17-4,bhoslib,2883,4,3,420.164901
frb50-23-5,bhoslib,2884,3,3,1562.777801
frb56-25-2,bhoslib,2885,5,4,2411.532101
frb40-19-1,bhoslib,2886,4,3,668.487601
c-fat200-1,dimacs,2887,15,15,32.644901
brock200_2,dimacs,2888,5,5,45.271
san200_0.9_2,dimacs,2889,2,2,63.5798
p_hat700-3,dimacs,2890,4,4,547.376601
frb59-26-1,bhoslib,2891,4,4,2884.860902
C2000.9,dimacs,2892,3,3,5052.344502
frb53-24-3,bhoslib,2893,4,3,1960.068601
frb50-23-3,bhoslib,2894,4,3,1610.260201
frb40-19-1,bhoslib,2895,4,3,669.431301
p_hat300-3,dimacs,2896,4,3,105.393201
frb35-17-4,bhoslib,2897,4,3,454.399401
frb56-25-5,bhoslib,2898,4,4,2363.115101
hamming8-4,dimacs,2899,8,8,76.364601
p_hat1500-1,dimacs,2900,19,14,802.7703
p_hat1500-3,dimacs,2901,4,4,2313.292802
frb53-24-1,bhoslib,2902,4,3,1936.464701
C4000.5,dimacs,2903,9,8,11670.241101
frb56-25-2,bhoslib,2904,5,4,2355.146901
MANN_a81,dimacs,2905,2,2,15846.328602
san400_0.7_3,dimacs,2906,6,4,176.074101
gen200_p0.9_44,dimacs,2907,2,2,107.807201
hamming10-4,dimacs,2908,8,8,1221.246701
san200_0.9_2,dimacs,2909,2,2,105.082001
c-fat500-2,dimacs,2910,16,16,98.750501
frb56-25-5,bhoslib,2911,4,4,2397.154801
brock800_4,dimacs,2912,6,4,566.385701
c-fat200-1,dimacs,2913,14,14,33.484401
johnson16-2-4,dimacs,2914,3,3,32.290701
brock400_2,dimacs,2915,4,3,216.420701
DSJC500.5,dimacs,2916,6,5,185.025601
MANN_a45,dimacs,2917,2,2,1480.872701
DSJC500.5,dimacs,2918,6,5,227.139202
frb59-26-1,bhoslib,2919,4,4,2849.824701
c-fat500-5,dimacs,2920,6,6,84.622002
c-fat500-1,dimacs,2921,34,34,59.725801
frb50-23-1,bhoslib,2922,7,3,1563.127001
frb50-23-2,bhoslib,2923,5,4,1597.794801
MANN_a45,dimacs,2924,2,2,1432.9953
hamming8-4,dimacs,2925,8,8,76.023501
frb56-25-2,bhoslib,2926,5,3,2352.224801
brock400_4,dimacs,2927,4,3,215.829502
frb35-17-5,bhoslib,2928,5,3,407.135601
frb40-19-4,bhoslib,2929,3,3,666.048701
san200_0.9_3,dimacs,2930,2,2,64.114301
johnson8-4-4,dimacs,2931,5,3,24.019401
johnson32-2-4,dimacs,2932,3,3,302.038
C250.9,dimacs,2933,2,2,132.330801
p_hat300-2,dimacs,2934,10,5,89.529501
frb40-19-2,bhoslib,2935,4,3,671.129201
frb45-21-3,bhoslib,2936,5,3,1041.750201
san1000,dimacs,2937,27,14,740.881801
frb59-26-3,bhoslib,2938,4,3,2859.0845
brock800_2,dimacs,2939,6,4,569.430902
frb53-24-1,bhoslib,2940,4,3,1934.566102
frb30-15-4,bhoslib,2941,3,3,235.840701
frb45-21-4,bhoslib,2942,4,3,1082.1273
san200_0.9_1,dimacs,2943,2,2,62.9554
san400_0.7_1,dimacs,2944,4,3,164.358201
san400_0.5_1,dimacs,2945,14,8,126.942801
keller6,dimacs,2946,4,4,13225.840702
gen400_p0.9_65,dimacs,2947,2,2,205.026702
brock400_2,dimacs,2948,4,3,216.761902
brock200_4,dimacs,2949,5,3,52.294402
C125.9,dimacs,2950,2,2,36.987701
gen200_p0.9_44,dimacs,2951,2,2,105.365801
frb45-21-2,bhoslib,2952,8,2,1078.169001
brock800_4,dimacs,2953,6,4,578.803101
frb40-19-4,bhoslib,2954,5,3,666.727401
san400_0.7_1,dimacs,2955,4,3,163.557001
frb100-40,bhoslib,2956,5,3,21425.9429
MANN_a45,dimacs,2957,2,2,1443.655701
keller6,dimacs,2958,4,4,12935.253801
p_hat1500-2,dimacs,2959,12,10,1590.723401
brock400_4,dimacs,2960,4,3,174.3608
frb45-21-1,bhoslib,2961,4,3,1076.570601
frb59-26-3,bhoslib,2962,4,3,2974.5364
brock800_4,dimacs,2963,6,4,567.969101
san400_0.7_1,dimacs,2964,4,3,204.680001
hamming8-4,dimacs,2965,8,8,77.399401
frb40-19-4,bhoslib,2966,3,3,669.656701
johnson8-4-4,dimacs,2967,5,3,24.158701
hamming8-2,dimacs,2968,2,2,99.112001
keller4,dimacs,2969,4,4,43.421801
frb45-21-3,bhoslib,2970,5,3,1040.820901
frb40-19-2,bhoslib,2971,5,3,711.848801
C125.9,dimacs,2972,2,2,36.475301
frb30-15-1,bhoslib,2973,4,3,277.890602
hamming10-4,dimacs,2974,8,8,1171.457901
frb59-26-4,bhoslib,2975,5,3,2825.894301
MANN_a27,dimacs,2976,2,2,202.205401
san200_0.9_3,dimacs,2977,2,2,63.638601
frb50-23-2,bhoslib,2978,4,3,1552.294501
san1000,dimacs,2979,26,15,697.920002
frb40-19-5,bhoslib,2980,4,3,710.718901
frb50-23-2,bhoslib,2981,5,4,1554.893601
frb35-17-5,bhoslib,2982,5,3,409.648901
san200_0.9_1,dimacs,2983,2,2,64.362901
san400_0.7_1,dimacs,2984,4,3,164.152601
frb30-15-1,bhoslib,2985,4,3,278.4233
san200_0.9_3,dimacs,2986,2,2,63.178701
san200_0.9_2,dimacs,2987,2,2,63.667501
frb45-21-3,bhoslib,2988,5,3,1041.563401
frb56-25-5,bhoslib,2989,4,4,2406.011402
c-fat200-2,dimacs,2990,7,7,30.043901
hamming10-4,dimacs,2991,8,8,1186.0048
frb30-15-4,bhoslib,2992,3,3,236.5297
johnson8-2-4,dimacs,2993,3,3,17.526901
frb40-19-5,bhoslib,2994,6,3,667.586601
johnson8-2-4,dimacs,2995,3,3,17.599501
san200_0.7_2,dimacs,2996,4,3,53.796801
frb30-15-2,bhoslib,2997,3,3,234.348501
frb53-24-3,bhoslib,2998,5,3,1962.917702
hamming10-4,dimacs,2999,8,8,1173.349401
frb40-19-2,bhoslib,3000,5,3,664.8156
frb56-25-2,bhoslib,3001,5,3,2412.141801
keller4,dimacs,3002,4,4,43.774202
frb56-25-1,bhoslib,3003,4,4,2409.347601
frb56-25-1,bhoslib,3004,3,3,2364.811602
MANN_a45,dimacs,3005,2,2,1476.231602
san400_0.7_3,dimacs,3006,6,4,216.994302
brock800_2,dimacs,3007,6,4,571.093801
MANN_a45,dimacs,3008,2,2,1437.664401
frb59-26-2,bhoslib,3009,4,3,2846.352901
frb59-26-3,bhoslib,3010,4,3,2913.511801
frb40-19-3,bhoslib,3011,5,3,714.377701
gen400_p0.9_55,dimacs,3012,2,2,204.824201
c-fat500-5,dimacs,3013,6,6,85.250501
frb35-17-5,bhoslib,3014,5,3,412.888701
keller5,dimacs,3015,4,4,661.076201
p_hat300-3,dimacs,3016,4,3,148.434301
san200_0.9_3,dimacs,3017,2,2,105.501201
brock200_4,dimacs,3018,5,3,94.4208
C2000.9,dimacs,3019,3,3,5114.896602
hamming8-4,dimacs,3020,8,8,77.037901
C500.9,dimacs,3021,2,2,310.4669
p_hat1500-2,dimacs,3022,13,9,1561.294901
p_hat1500-1,dimacs,3023,19,14,819.396001
MANN_a27,dimacs,3024,2,2,201.898202
frb56-25-5,bhoslib,3025,4,4,2367.253401
frb59-26-1,bhoslib,3026,4,4,2870.933101
brock800_4,dimacs,3027,5,4,568.2577
frb45-21-5,bhoslib,3028,4,4,1087.7899
frb35-17-3,bhoslib,3029,3,3,413.245001
DSJC1000.5,dimacs,3030,8,6,734.584802
frb30-15-5,bhoslib,3031,5,2,234.174701
johnson8-4-4,dimacs,3032,5,3,23.238001
keller6,dimacs,3033,4,4,13300.238601
DSJC1000.5,dimacs,3034,8,6,683.428101
san400_0.7_2,dimacs,3035,4,4,165.708801
frb35-17-3,bhoslib,3036,3,3,465.3295
frb50-23-5,bhoslib,3037,3,3,1600.6605
frb50-23-4,bhoslib,3038,4,4,1561.495501
san200_0.9_3,dimacs,3039,2,2,105.492501
san1000,dimacs,3040,26,15,741.524301
frb59-26-1,bhoslib,3041,4,4,2863.652001
johnson16-2-4,dimacs,3042,3,3,32.454901
frb53-24-1,bhoslib,3043,4,3,1962.703801
san200_0.7_2,dimacs,3044,4,3,54.228601
C250.9,dimacs,3045,2,2,90.341501
c-fat200-2,dimacs,3046,8,8,31.939001
san400_0.7_3,dimacs,3047,5,4,207.424301
gen400_p0.9_75,dimacs,3048,2,2,205.964902
frb50-23-4,bhoslib,3049,5,3,1624.628201
san200_0.7_1,dimacs,3050,4,3,53.686501
san1000,dimacs,3051,26,15,712.803501
keller6,dimacs,3052,4,4,13317.4882
san400_0.7_1,dimacs,3053,4,3,164.469602
frb50-23-5,bhoslib,3054,3,3,1600.189302
MANN_a81,dimacs,3055,2,2,15804.262701
keller5,dimacs,3056,4,4,613.373701
hamming10-4,dimacs,3057,8,8,1170.055702
gen400_p0.9_65,dimacs,3058,2,2,204.047802
brock800_2,dimacs,3059,6,4,614.987501
frb50-23-4,bhoslib,3060,5,3,1576.637002
